main_compounds_id,main_receptors_id,responsive,data_quality,sample_weight
478,1134,0,ec50,1.0
478,1146,0,ec50,1.0
478,1117,0,ec50,1.0
478,1136,0,ec50,1.0
478,1128,0,ec50,1.0
478,1112,1,ec50,1.0
478,1116,1,ec50,1.0
478,1129,0,ec50,1.0
478,1139,0,ec50,1.0
478,447,0,ec50,1.0
478,1143,0,ec50,1.0
478,1144,0,ec50,1.0
478,88,0,ec50,1.0
478,1110,0,ec50,1.0
478,1133,0,ec50,1.0
478,1141,0,ec50,1.0
478,1155,0,ec50,1.0
478,1107,0,ec50,1.0
478,25,0,ec50,1.0
478,1151,0,ec50,1.0
478,1127,0,ec50,1.0
478,1156,0,ec50,1.0
478,1118,0,ec50,1.0
478,1113,1,ec50,1.0
478,1157,0,ec50,1.0
478,1148,0,ec50,1.0
478,1138,0,ec50,1.0
478,323,0,ec50,1.0
478,1152,0,ec50,1.0
478,1142,0,ec50,1.0
478,1140,0,ec50,1.0
478,1126,1,ec50,1.0
478,29,0,ec50,1.0
478,1115,1,ec50,1.0
478,1111,0,ec50,1.0
478,1121,0,ec50,1.0
478,1131,0,ec50,1.0
478,1132,0,ec50,1.0
478,168,0,ec50,1.0
478,1135,0,ec50,1.0
478,1158,0,ec50,1.0
478,1119,0,ec50,1.0
478,1154,0,ec50,1.0
478,2,0,ec50,1.0
478,1130,0,ec50,1.0
478,1153,0,ec50,1.0
478,1150,0,ec50,1.0
478,962,0,ec50,1.0
478,1122,0,ec50,1.0
478,1120,0,ec50,1.0
478,1109,0,ec50,1.0
116,234,1,ec50,1.0
116,538,1,ec50,1.0
116,425,0,ec50,1.0
116,292,0,ec50,1.0
116,323,1,ec50,1.0
116,324,1,ec50,1.0
116,57,1,ec50,1.0
116,325,1,ec50,1.0
116,36,0,ec50,1.0
116,23,1,ec50,1.0
332,51,1,ec50,1.0
332,449,1,ec50,1.0
332,539,1,ec50,1.0
332,29,1,ec50,1.0
674,283,1,ec50,1.0
146,1124,0,ec50,1.0
146,120,0,ec50,1.0
146,1137,0,ec50,1.0
146,1125,0,ec50,1.0
146,1149,0,ec50,1.0
146,284,0,ec50,1.0
146,1145,0,ec50,1.0
146,1114,0,ec50,1.0
146,591,0,ec50,1.0
146,1123,0,ec50,1.0
146,51,1,ec50,1.0
146,1147,0,ec50,1.0
146,1134,0,ec50,1.0
146,1146,0,ec50,1.0
146,1117,0,ec50,1.0
146,1136,0,ec50,1.0
146,1128,0,ec50,1.0
146,1112,0,ec50,1.0
146,1116,0,ec50,1.0
146,1168,1,ec50,1.0
146,1169,1,ec50,1.0
146,1129,0,ec50,1.0
146,1139,1,ec50,1.0
146,447,0,ec50,1.0
146,1143,0,ec50,1.0
146,104,0,ec50,1.0
146,1144,0,ec50,1.0
146,88,0,ec50,1.0
146,1110,0,ec50,1.0
146,1133,0,ec50,1.0
146,1141,0,ec50,1.0
146,1155,1,ec50,1.0
146,1107,1,ec50,1.0
146,25,0,ec50,1.0
146,1151,0,ec50,1.0
146,1127,0,ec50,1.0
146,1156,0,ec50,1.0
146,1118,0,ec50,1.0
146,1113,0,ec50,1.0
146,1157,1,ec50,1.0
146,1179,0,ec50,1.0
146,1148,0,ec50,1.0
146,1138,0,ec50,1.0
146,323,0,ec50,1.0
146,1152,1,ec50,1.0
146,1142,1,ec50,1.0
146,476,0,ec50,1.0
146,1140,0,ec50,1.0
146,1126,0,ec50,1.0
146,29,0,ec50,1.0
146,1115,0,ec50,1.0
146,125,0,ec50,1.0
146,892,0,ec50,1.0
146,911,0,ec50,1.0
146,1111,0,ec50,1.0
146,1121,0,ec50,1.0
146,315,0,ec50,1.0
146,1131,0,ec50,1.0
146,1132,0,ec50,1.0
146,168,0,ec50,1.0
146,1052,1,ec50,1.0
146,1135,0,ec50,1.0
146,1158,0,ec50,1.0
146,1119,0,ec50,1.0
146,1154,0,ec50,1.0
146,2,0,ec50,1.0
146,1130,0,ec50,1.0
146,497,1,ec50,1.0
146,959,0,ec50,1.0
146,1153,1,ec50,1.0
146,1150,1,ec50,1.0
146,1122,1,ec50,1.0
146,1120,0,ec50,1.0
146,1109,0,ec50,1.0
19,120,0,ec50,1.0
19,583,1,ec50,1.0
19,584,0,ec50,1.0
19,275,1,ec50,1.0
19,481,0,ec50,1.0
19,593,0,ec50,1.0
19,594,0,ec50,1.0
19,592,1,ec50,1.0
19,393,0,ec50,1.0
19,392,1,ec50,1.0
19,567,1,ec50,1.0
19,568,1,ec50,1.0
19,543,1,ec50,1.0
19,181,0,ec50,1.0
19,544,0,ec50,1.0
19,447,0,ec50,1.0
19,104,1,ec50,1.0
19,190,1,ec50,1.0
19,100,1,ec50,1.0
19,252,0,ec50,1.0
19,476,0,ec50,1.0
19,169,1,ec50,1.0
19,374,0,ec50,1.0
19,125,0,ec50,1.0
19,912,0,ec50,1.0
19,168,0,ec50,1.0
19,497,0,ec50,1.0
19,959,0,ec50,1.0
19,587,1,ec50,1.0
19,588,0,ec50,1.0
19,586,0,ec50,1.0
19,585,0,ec50,1.0
19,531,1,ec50,1.0
221,233,0,ec50,1.0
90,962,1,ec50,1.0
701,283,1,ec50,1.0
632,168,0,ec50,1.0
77,103,1,ec50,1.0
77,47,0,ec50,1.0
77,237,0,ec50,1.0
77,727,0,ec50,1.0
77,7,1,ec50,1.0
693,283,1,ec50,1.0
642,168,0,ec50,1.0
728,283,1,ec50,1.0
721,283,1,ec50,1.0
298,51,1,ec50,1.0
298,449,1,ec50,1.0
298,539,1,ec50,1.0
33,1124,0,ec50,1.0
33,120,0,ec50,1.0
33,1137,0,ec50,1.0
33,1125,0,ec50,1.0
33,1149,0,ec50,1.0
33,284,0,ec50,1.0
33,1145,0,ec50,1.0
33,1114,0,ec50,1.0
33,591,0,ec50,1.0
33,1123,0,ec50,1.0
33,51,0,ec50,1.0
33,1147,0,ec50,1.0
33,1134,0,ec50,1.0
33,1146,0,ec50,1.0
33,1117,0,ec50,1.0
33,1136,0,ec50,1.0
33,1128,0,ec50,1.0
33,1112,0,ec50,1.0
33,1116,0,ec50,1.0
33,1129,0,ec50,1.0
33,1139,0,ec50,1.0
33,447,1,ec50,1.0
33,1143,0,ec50,1.0
33,104,1,ec50,1.0
33,1144,0,ec50,1.0
33,88,0,ec50,1.0
33,1110,0,ec50,1.0
33,1133,0,ec50,1.0
33,1141,0,ec50,1.0
33,1155,0,ec50,1.0
33,273,0,ec50,1.0
33,1107,0,ec50,1.0
33,25,0,ec50,1.0
33,1151,0,ec50,1.0
33,1127,0,ec50,1.0
33,1156,0,ec50,1.0
33,1118,0,ec50,1.0
33,1113,0,ec50,1.0
33,1157,0,ec50,1.0
33,1148,0,ec50,1.0
33,1138,0,ec50,1.0
33,323,0,ec50,1.0
33,1152,0,ec50,1.0
33,1142,0,ec50,1.0
33,148,0,ec50,1.0
33,476,0,ec50,1.0
33,1140,0,ec50,1.0
33,1126,0,ec50,1.0
33,29,0,ec50,1.0
33,1115,0,ec50,1.0
33,125,0,ec50,1.0
33,912,0,ec50,1.0
33,1111,0,ec50,1.0
33,1121,0,ec50,1.0
33,1131,0,ec50,1.0
33,1132,0,ec50,1.0
33,168,0,ec50,1.0
33,1135,0,ec50,1.0
33,1158,0,ec50,1.0
33,1119,0,ec50,1.0
33,1154,0,ec50,1.0
33,2,0,ec50,1.0
33,1130,0,ec50,1.0
33,497,1,ec50,1.0
33,959,0,ec50,1.0
33,1153,0,ec50,1.0
33,1150,0,ec50,1.0
33,1122,0,ec50,1.0
33,1120,0,ec50,1.0
33,1109,1,ec50,1.0
141,1124,0,ec50,1.0
141,1137,0,ec50,1.0
141,1125,0,ec50,1.0
141,1149,0,ec50,1.0
141,284,0,ec50,1.0
141,1145,0,ec50,1.0
141,1114,0,ec50,1.0
141,283,1,ec50,1.0
